state_name,state_code,county_name,population,white_percent,black_percent,native_percent,asian_percent,pacific_percent,other_percent,hispanic_percent,diff_percent,turnout_percent
Alabama,AL,Autauga County,60342.0,74.46057472,21.40631732,0.495508932,1.309204203,0.139206523,2.189188293,3.853037685,46.28,46.7170461701634
Alabama,AL,Baldwin County,253507.0,87.37312974,8.438031297,0.848891747,1.151447495,0.069426091,2.119073635,5.782088858,58.18,48.04916629521078
Alabama,AL,Barbour County,24585.0,49.62782184,47.11409396,0.829774253,0.581655481,0.305064063,1.541590401,6.211104332,14.73,39.99186495830791
Alabama,AL,Bibb County,21868.0,76.67825133,20.61459667,0.594475947,0.297237973,0.146332541,1.669105542,3.612584599,64.42,42.2580940186574
Alabama,AL,Blount County,59816.0,95.25545005,2.037916277,0.641968704,0.443025278,0.13374348,1.487896215,10.51558112,81.02,47.0024742543801
Alabama,AL,Bullock County,9897.0,26.19985854,70.72850359,0.788117611,0.343538446,0.586036173,1.35394564,6.173587956,-45.84,41.48731938971405
Alabama,AL,Butler County,18382.0,51.40898705,45.12566641,0.516809923,1.485148515,0.059841149,1.403546948,1.751713633,22.69,46.06136437819606
Alabama,AL,Calhoun County,116429.0,73.66034235,22.35353735,0.528218915,0.900978279,0.136563914,2.420359189,4.758264694,44.75,41.68205515807917
Alabama,AL,Chambers County,34079.0,57.393116,39.72827841,0.451891194,0.892044954,0.05575281,1.478916635,4.131576631,23.25,41.729510842454296
Alabama,AL,Cherokee County,25666.0,92.37512663,4.270240785,0.822099275,0.432478766,0.050650666,2.049403881,1.916932907,75.52,50.58832696953167
Alabama,AL,Chilton County,46431.0,86.72869419,10.32069092,0.710732054,0.450130301,0.183067347,1.606685189,10.09024143,72.09,42.48885442915294
Alabama,AL,Choctaw County,12252.0,57.77015997,40.73620633,0.253019915,0.334639243,0.0,0.905974535,1.256937643,23.89,54.24420502775057
Alabama,AL,Clarke County,22337.0,52.24963066,45.49850025,0.649147155,0.443210816,0.017907508,1.141603617,1.280386802,17.06,53.48077181358284
Alabama,AL,Clay County,14111.0,82.92112536,13.84026646,0.637800298,0.347246829,0.0,2.253561052,3.429948267,70.16,47.88462901282687
Alabama,AL,Cleburne County,15639.0,94.43698446,3.094827035,0.453993222,0.249376559,0.076731249,1.688087474,2.078137988,83.58,48.83304559115033
Alabama,AL,Coffee County,55643.0,75.88196179,17.10367881,1.453911543,1.73606743,0.463670183,3.360710242,9.94374854,57.9,40.02300379203134
Alabama,AL,Colbert County,58361.0,80.29334658,15.73996333,0.721372149,0.796764963,0.059971556,2.388581416,3.651411045,46.43,46.411130720858104
Alabama,AL,Conecuh County,11174.0,51.54823698,45.20315017,0.680150349,0.545910149,0.062645427,1.959906927,3.087524611,13.95,54.080902094147135
Alabama,AL,Coosa County,10268.0,68.03661862,28.73003506,0.847292559,0.214257889,0.204518894,1.967276977,2.551616673,43.31,51.26606934164394
Alabama,AL,Covington County,37952.0,84.06144604,12.55533305,0.793107083,0.579679595,0.018444351,1.991989882,2.078941821,72.42,44.98313659359191
Alabama,AL,Crenshaw County,13101.0,71.66628502,23.35699565,0.740401496,1.373940921,0.083963056,2.778413862,2.32806656,54.68,49.461873139455
Alabama,AL,Cullman County,92016.0,95.68879325,1.386715354,0.677056164,0.674882629,0.094548774,1.478003825,5.116501478,80.52,46.78751521474526
Alabama,AL,Dale County,49871.0,72.37071645,21.84235327,0.942431473,1.46177137,0.188486295,3.194241142,7.228649917,52.31,38.3048264522468
Alabama,AL,Dallas County,36165.0,27.08696253,70.95810867,0.298631273,0.611088069,0.047006775,0.998202682,1.130927693,-32.5,42.93654085441725
Alabama,AL,DeKalb County,72569.0,92.08753049,2.009122353,2.181372211,0.549821549,0.695889429,2.476263969,17.29939781,73.94,40.76534057242073
Alabama,AL,Elmore County,90441.0,74.76255238,22.01656328,0.497561946,0.728651828,0.119414867,1.875255692,3.477405159,52.06,45.876317157041605
Alabama,AL,Escambia County,36558.0,62.13687839,31.09852837,3.627113081,0.333716286,0.071119864,2.732644018,2.379780075,46.35,40.836479019640024
Alabama,AL,Etowah County,103241.0,80.74795866,15.2594415,0.781666199,0.835908215,0.385505758,1.989519668,5.375771254,55.68,44.578219893259465
Alabama,AL,Fayette County,15967.0,85.67670821,11.37972067,0.501033381,0.544873802,0.012525835,1.885138097,2.235861464,72.0,52.332936681906425
Alabama,AL,Franklin County,31802.0,91.25526696,4.386516571,1.842651406,0.399345953,0.216967486,1.899251619,20.60876674,73.27,37.97559901892963
Alabama,AL,Geneva County,26988.0,86.52734549,9.022528531,1.263524529,0.500222321,0.077812361,2.60856677,5.532088336,76.98,45.90929301911961
Alabama,AL,Greene County,7341.0,18.26726604,79.64854924,0.476774281,0.35417518,0.0,1.253235254,0.790083095,-55.71,54.965263588067025
Alabama,AL,Hale County,14888.0,40.22702848,57.97286405,0.30897367,0.396292316,0.040300913,1.05454057,1.309779688,-6.84,48.96560988715744
Alabama,AL,Henry County,17899.0,72.61858204,24.32538131,0.569864238,0.575451143,0.033521426,1.877199844,2.251522431,50.81,51.96379686015978
Alabama,AL,Houston County,108462.0,67.95006546,27.67513046,0.611273995,1.260349247,0.114325755,2.388855083,4.759270528,47.78,40.74698972912172
Alabama,AL,Jackson County,53467.0,91.07860924,3.471300054,1.576673462,0.607851572,0.142143752,3.123421924,3.66768287,71.45,43.969177249518395
Alabama,AL,Jefferson County,662895.0,52.87504054,43.36252348,0.324334925,1.8849139,0.054759804,1.498427353,5.472510729,-10.44,44.76440461913274
Alabama,AL,Lamar County,13661.0,87.1824903,10.270112,0.475807042,0.117121733,0.014640217,1.939828709,2.049630335,76.03,50.325744821023356
Alabama,AL,Lauderdale County,96814.0,86.08982172,10.19790526,0.507158056,1.113475324,0.081599769,2.01003987,3.514987502,51.51,44.88400437953188
Alabama,AL,Lawrence County,33502.0,78.75649215,10.08894991,5.70115217,0.316399021,0.023879171,5.113127574,3.259506895,62.31,48.10160587427616
Alabama,AL,Lee County,183215.0,70.5024152,22.78798133,0.395709958,4.236006877,0.112436209,1.965450427,5.382747046,27.82,39.67742815817482
Alabama,AL,Limestone County,114654.0,79.68583739,14.52195301,0.87131718,2.195300644,0.192753851,2.53283793,7.690093673,43.89,46.309766776562526
Alabama,AL,Lowndes County,9717.0,25.68694041,72.44005351,0.360193475,0.483688381,0.041164969,0.987959247,1.708346197,-37.31,58.16610064834825
Alabama,AL,Macon County,18370.0,18.41589548,79.12357104,0.332063146,0.598802395,0.016330974,1.513336962,2.324442025,-56.29,42.56940664126293
Alabama,AL,Madison County,412600.0,68.20189045,25.20213282,0.79108095,2.703587009,0.111972855,2.989335919,6.822588463,8.97,47.58967523024722
Alabama,AL,Marengo County,18684.0,46.26418326,51.58959538,0.267608649,0.35859559,0.176621708,1.343395419,2.836651681,3.76,51.77156925711839
Alabama,AL,Marion County,29244.0,93.29435098,4.219668992,0.526603748,0.372726029,0.088907126,1.497743127,3.3100807,81.7,46.24196416358911
Alabama,AL,Marshall County,100756.0,92.12652348,3.344713962,1.337885585,0.795982373,0.428758585,1.966136012,17.51756719,71.71,39.97479058319108
Alabama,AL,Mobile County,411640.0,58.19988339,36.71363327,0.958118745,2.165970265,0.046156836,1.916237489,3.545573802,16.45,42.40234185210378
Alabama,AL,Monroe County,19229.0,54.02257008,41.92105674,1.419730615,0.582453586,0.041603828,2.012585158,1.440532529,23.14,50.95948827292111
Alabama,AL,Montgomery County,224980.0,33.44208374,60.9391946,0.349364388,3.481198329,0.099119922,1.689039026,4.991110321,-30.73,39.72575340030225
Alabama,AL,Morgan County,125133.0,82.08865767,13.41053119,1.169955168,0.715238986,0.166223139,2.449393845,10.63028937,52.57,42.64982059089129
Alabama,AL,Perry County,7738.0,28.28896356,69.68208839,0.374773843,0.568622383,0.077539416,1.008012406,1.38278625,-42.74,57.59886275523392
Alabama,AL,Pickens County,18688.0,58.45997432,39.2390839,0.331763699,0.379922945,0.353167808,1.236087329,6.726241438,23.34,47.613441780821915
Alabama,AL,Pike County,33137.0,56.7251109,38.43437849,0.730301476,2.036997918,0.10260434,1.970606874,2.824637113,25.16,39.876874792527985
Alabama,AL,Randolph County,22786.0,78.68866848,18.07688932,0.579303081,0.649521636,0.105327833,1.900289652,2.870183446,64.85,48.60440621434214
Alabama,AL,Russell County,58744.0,48.90712243,46.45410595,0.670706796,0.779654092,0.272368242,2.916042489,6.131690045,-1.66,35.20189295928095
Alabama,AL,Shelby County,233000.0,80.68240343,14.672103,0.521030043,2.406866953,0.055364807,1.66223176,7.560944206,40.84,48.94549356223176
Alabama,AL,St. Clair County,95552.0,85.46341259,11.43147187,0.418620228,0.841426658,0.096282652,1.748786001,3.029763898,64.14,45.46215673141326
Alabama,AL,Sumter County,11727.0,27.33009295,69.55743157,0.204655922,1.688411358,0.051163981,1.168244223,1.441118786,-41.21,45.169267502345015
Alabama,AL,Talladega County,81132.0,64.19292018,32.65172805,0.400581768,0.671744811,0.036976779,2.046048415,2.447862742,33.77,40.890154316422624
Alabama,AL,Tallapoosa County,40677.0,70.66892839,26.83334563,0.405634634,0.565430096,0.063918185,1.462743073,2.927944539,49.59,49.118666568331
Alabama,AL,Tuscaloosa County,237373.0,63.71744048,32.64735248,0.39600123,1.74282669,0.085519415,1.410859702,5.475770201,20.41,35.75764724715953
Alabama,AL,Walker County,64728.0,90.65319491,6.303299963,0.617970585,0.506735879,0.106599926,1.812198739,3.888579904,71.81,45.95692745025337
Alabama,AL,Washington County,15022.0,66.56237518,22.84649181,7.602183464,0.865397417,0.146451871,1.977100253,1.118359739,55.41,56.11769404872853
Alabama,AL,Wilcox County,9944.0,28.55993564,69.34835076,0.251407884,0.2614642,0.030168946,1.548672566,1.307320998,-31.48,52.896218825422366
Alabama,AL,Winston County,23611.0,95.41315489,1.232476388,0.952945661,0.415060777,0.216001016,1.770361272,3.837194528,83.63,47.13481004616492
Alaska,AK,All,733406.0,64.15232491,3.669318222,15.59654543,6.772510724,1.696740959,8.112559755,7.458215504,13.14,46.11047632552774
Arizona,AZ,Apache County,65036.0,23.58232364,0.75496648,73.18715788,0.581216557,0.076880497,1.817454948,6.628636448,-18.98,49.23273264038379
Arizona,AZ,Cochise County,124640.0,87.67731065,4.352535302,1.788350449,2.227214377,0.413189987,3.54139923,34.79139923,23.15,47.274550706033374
Arizona,AZ,Coconino County,144472.0,65.83213356,1.522094247,27.02807464,2.224652528,0.177196966,3.215848054,15.6293261,-19.88,48.498671022758735
Arizona,AZ,Gila County,54003.0,77.9271522,0.907356999,18.06566302,0.885136011,0.183323149,2.031368628,18.28231765,37.6,51.19715571357146
Arizona,AZ,Graham County,39525.0,81.73561037,1.907653384,13.1486401,0.845034788,0.250474383,2.11258697,30.97533207,48.15,38.413662239089184
Arizona,AZ,Greenlee County,9369.0,88.61137795,1.995944071,5.432810332,1.142064254,0.117408475,2.700394919,46.88867542,40.93,35.30793040879496
Arizona,AZ,La Paz County,16710.0,75.90664273,1.304608019,17.10353082,1.376421305,0.341113106,3.967684022,25.2962298,44.19,45.62537402752842
Arizona,AZ,Maricopa County,4585871.0,81.25440075,6.947709606,2.933052413,5.141531456,0.306528465,3.416777314,31.40589868,3.48,44.78854725743485
Arizona,AZ,Mohave County,223682.0,90.93847516,1.530297476,3.032877031,1.448931966,0.281202779,2.768215592,17.63038599,55.77,49.37813503098148
Arizona,AZ,Navajo County,109175.0,51.75727044,1.070757957,43.72429586,0.805129379,0.177696359,2.464850011,11.0977788,17.21,46.44469887794825
Arizona,AZ,Pima County,1063162.0,83.83360203,4.596853537,4.336027811,3.565402074,0.264399969,3.40371458,36.62743778,-15.16,48.26884331832778
Arizona,AZ,Pinal County,484239.0,81.22166946,6.577330616,6.096576277,2.206968047,0.436974304,3.460481291,30.16960633,22.08,43.2744987495844
Arizona,AZ,Santa Cruz County,49158.0,94.97741975,1.198177306,1.5806176,0.929655397,0.15663778,1.157492168,82.10667643,-18.65,38.897025916432725
