state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
Alabama,1001,Autauga County,20484,7439,28190,13045,0.726640653,0.263887904,0.462752749
Alabama,1003,Baldwin County,95798,24934,121808,70864,0.786467227,0.204699199,0.581768028
Alabama,1005,Barbour County,5606,4158,9832,1448,0.570179007,0.422904801,0.147274207
Alabama,1007,Bibb County,7572,1619,9241,5953,0.819391841,0.175197489,0.644194351
Alabama,1009,Blount County,25354,2576,28115,22778,0.901796194,0.091623688,0.810172506
Alabama,1011,Bullock County,1101,2983,4106,-1882,0.268144179,0.726497808,-0.458353629
Alabama,1013,Butler County,5172,3251,8467,1921,0.610842093,0.383961261,0.226880831
Alabama,1015,Calhoun County,34912,13194,48530,21718,0.719390068,0.271873068,0.447517
Alabama,1017,Chambers County,8711,5405,14221,3306,0.612544828,0.380071725,0.232473103
Alabama,1019,Cherokee County,11358,1553,12984,9805,0.874768946,0.119608749,0.755160197
Alabama,1021,Chilton County,16920,2698,19728,14222,0.857664234,0.136759935,0.720904298
Alabama,1023,Choctaw County,4103,2515,6646,1588,0.617363828,0.378423112,0.238940716
Alabama,1025,Clarke County,6965,4927,11946,2038,0.583040348,0.41243931,0.170601038
Alabama,1027,Clay County,5734,993,6757,4741,0.84860145,0.146958709,0.701642741
Alabama,1029,Cleburne County,6988,605,7637,6383,0.915018987,0.079219589,0.835799398
Alabama,1031,Coffee County,17495,4601,22270,12894,0.78558599,0.206600808,0.578985182
Alabama,1033,Colbert County,19714,7137,27086,12577,0.727829875,0.263494056,0.464335819
Alabama,1035,Conecuh County,3423,2580,6043,843,0.56644051,0.426940261,0.139500248
Alabama,1037,Coosa County,3758,1478,5264,2280,0.713905775,0.280775076,0.433130699
Alabama,1039,Covington County,14677,2314,17072,12363,0.859711809,0.13554358,0.724168229
Alabama,1041,Crenshaw County,5000,1457,6480,3543,0.771604938,0.224845679,0.546759259
Alabama,1043,Cullman County,38704,4039,43052,34665,0.899005853,0.09381678,0.805189074
Alabama,1045,Dale County,14476,4484,19103,9992,0.757786735,0.23472753,0.523059205
Alabama,1047,Dallas County,5190,10236,15528,-5046,0.33423493,0.659196291,-0.32496136
Alabama,1049,DeKalb County,25633,3758,29583,21875,0.866477369,0.127032417,0.739444951
Alabama,1051,Elmore County,31374,9774,41491,21600,0.756163987,0.23556916,0.520594828
Alabama,1053,Escambia County,10884,3964,14929,6920,0.729050841,0.265523478,0.463527363
Alabama,1055,Etowah County,35653,10027,46023,25626,0.774677878,0.217869326,0.556808552
Alabama,1057,Fayette County,7158,1142,8356,6016,0.856629966,0.136668262,0.719961704
Alabama,1059,Franklin County,10417,1568,12077,8849,0.862548646,0.129833568,0.732715078
Alabama,1061,Geneva County,10929,1391,12390,9538,0.882082324,0.112267958,0.769814366
Alabama,1063,Greene County,885,3133,4035,-2248,0.219330855,0.77645601,-0.557125155
Alabama,1065,Hale County,3369,3868,7290,-499,0.462139918,0.530589849,-0.068449931
Alabama,1067,Henry County,6989,2263,9301,4726,0.751424578,0.243307171,0.508117407
Alabama,1069,Houston County,32469,11352,44195,21117,0.734675868,0.256861636,0.477814232
Alabama,1071,Jackson County,20073,3276,23509,16797,0.853843209,0.139350887,0.714492322
Alabama,1073,Jefferson County,131123,162112,296741,-30989,0.441876923,0.54630806,-0.104431137
Alabama,1075,Lamar County,6033,806,6875,5227,0.877527273,0.117236364,0.760290909
Alabama,1077,Lauderdale County,32708,10326,43454,22382,0.752704009,0.237630598,0.515073411
Alabama,1079,Lawrence County,13024,2983,16115,10041,0.808191126,0.185107043,0.623084083
Alabama,1081,Lee County,46020,25798,72695,20222,0.633055919,0.354879978,0.278175941
Alabama,1083,Limestone County,37887,14581,53096,23306,0.713556577,0.27461579,0.438940786
Alabama,1085,Lowndes County,1758,3867,5652,-2109,0.31104034,0.68418259,-0.373142251
Alabama,1087,Macon County,1682,6084,7820,-4402,0.215089514,0.778005115,-0.562915601
Alabama,1089,Madison County,105430,87824,196355,17606,0.536935652,0.447271524,0.089664129
Alabama,1091,Marengo County,4995,4631,9673,364,0.516385816,0.478755298,0.037630518
Alabama,1093,Marion County,12245,1197,13523,11048,0.905494343,0.088515862,0.816978481
Alabama,1095,Marshall County,34434,5553,40277,28881,0.854929612,0.137870249,0.717059364
Alabama,1097,Mobile County,100759,72055,174545,28704,0.577266607,0.412816179,0.164450428
Alabama,1099,Monroe County,6007,3740,9799,2267,0.613021737,0.381671599,0.231350138
Alabama,1101,Montgomery County,30477,57946,89375,-27469,0.341001399,0.648346853,-0.307345455
Alabama,1103,Morgan County,40449,12392,53369,28057,0.757911896,0.23219472,0.525717177
Alabama,1105,Perry County,1269,3174,4457,-1905,0.284720664,0.71213821,-0.427417545
Alabama,1107,Pickens County,5465,3388,8898,2077,0.614182962,0.380759721,0.233423241
Alabama,1109,Pike County,8224,4899,13214,3325,0.622370213,0.370743151,0.251627062
Alabama,1111,Randolph County,9102,1920,11075,7182,0.821851016,0.173363431,0.648487585
Alabama,1113,Russell County,10078,10422,20679,-344,0.487354321,0.503989555,-0.016635234
Alabama,1115,St. Clair County,35501,7640,43440,27861,0.817242173,0.17587477,0.641367403
Alabama,1117,Shelby County,79666,33087,114043,46579,0.698561069,0.290127408,0.408433661
Alabama,1119,Sumter County,1542,3725,5297,-2183,0.291108174,0.703228242,-0.412120068
Alabama,1121,Talladega County,22100,10898,33175,11202,0.66616428,0.328500377,0.337663904
Alabama,1123,Tallapoosa County,14884,4975,19980,9909,0.744944945,0.248998999,0.495945946
Alabama,1125,Tuscaloosa County,50724,33399,84879,17325,0.597603648,0.393489556,0.204114092
Alabama,1127,Walker County,25464,4102,29747,21362,0.856019094,0.137896258,0.718122836
Alabama,1129,Washington County,6534,1863,8430,4671,0.775088968,0.220996441,0.554092527
Alabama,1131,Wilcox County,1793,3449,5260,-1656,0.340874525,0.655703422,-0.314828897
Alabama,1133,Winston County,10191,884,11129,9307,0.915715698,0.079432114,0.836283583
Alaska,2001,State House District 1,4861,3367,8228,1494,0.590787555,0.409212445,0.181575109
Alaska,2002,State House District 2,4534,4571,9105,-37,0.497968149,0.502031851,-0.004063701
Alaska,2003,State House District 3,4496,6130,10626,-1634,0.423113119,0.576886881,-0.153773762
Alaska,2004,State House District 4,2691,6161,8852,-3470,0.303999096,0.696000904,-0.392001808
Alaska,2005,State House District 5,4351,3328,7679,1023,0.566610236,0.433389764,0.133220471
Alaska,2006,State House District 6,6705,4773,11478,1932,0.584161004,0.415838996,0.168322007
Alaska,2007,State House District 7,6777,2513,9290,4264,0.72949408,0.27050592,0.458988159
Alaska,2008,State House District 8,7950,2576,10526,5374,0.755272658,0.244727342,0.510545316
Alaska,2009,State House District 9,5581,5849,11430,-268,0.488276465,0.511723535,-0.023447069
Alaska,2010,State House District 10,4357,4070,8427,287,0.517028599,0.482971401,0.034057197
Alaska,2011,State House District 11,4864,4633,9497,231,0.512161735,0.487838265,0.024323471
Alaska,2012,State House District 12,4059,4169,8228,-110,0.493315508,0.506684492,-0.013368984
Alaska,2013,State House District 13,3589,3682,7271,-93,0.493604731,0.506395269,-0.012790538
Alaska,2014,State House District 14,2768,4346,7114,-1578,0.389091931,0.610908069,-0.221816137
Alaska,2015,State House District 15,4594,4364,8958,230,0.512837687,0.487162313,0.025675374
Alaska,2016,State House District 16,3929,5344,9273,-1415,0.423703224,0.576296776,-0.152593551
Alaska,2017,State House District 17,2407,4990,7397,-2583,0.32540219,0.67459781,-0.34919562
Alaska,2018,State House District 18,2686,1928,4614,758,0.582141309,0.417858691,0.164282618
Alaska,2019,State House District 19,1971,2825,4796,-854,0.410967473,0.589032527,-0.178065054
Alaska,2020,State House District 20,3041,3924,6965,-883,0.43661163,0.56338837,-0.126776741
Alaska,2021,State House District 21,3984,4711,8695,-727,0.458194365,0.541805635,-0.083611271
Alaska,2022,State House District 22,2594,2660,5254,-66,0.493719071,0.506280929,-0.012561858
Alaska,2023,State House District 23,6101,4116,10217,1985,0.597142018,0.402857982,0.194284036
Alaska,2024,State House District 24,6482,3234,9716,3248,0.667146974,0.332853026,0.334293948
